Product_Type,Brand,Build_Quality,User_Lifespan,Usage_Pattern,Expiry_Years,Condition,Original_Price,Used_Duration,Current_Price
DSLR Camera,Fujifilm,3,7.1,Light,7.699999999999999,4,110797,8,500.0
DSLR Camera,Fujifilm,4,8.7,Moderate,9.4,3,189887,12,500.0
Smartwatch,Samsung,2,4.2,Light,4.6000000000000005,1,21765,8,500.0
Washing Machine,IFB,3,12.3,Moderate,12.8,5,20926,2,17656.31
Electric Scooter,Ola,5,5.7,Moderate,6.6000000000000005,5,158601,9,500.0
Laptop,Dell,1,5.8,Heavy,5.7,1,73057,9,500.0
Microwave,LG,5,8.6,Heavy,9.299999999999999,1,22141,4,5047.2
Air Conditioner,Carrier,1,9.0,Moderate,9.1,1,45177,2,14099.2
Smartphone,Samsung,5,2.8,Heavy,3.5,3,25954,7,500.0
Smartwatch,Apple,4,4.8,Light,5.6,5,34049,3,15808.46
Microwave,LG,2,8.0,Heavy,8.1,5,25867,4,13093.17
Tablet,Samsung,5,3.6,Moderate,4.5,5,32224,2,17902.22
Refrigerator,LG,2,9.1,Heavy,9.2,5,23994,1,21385.96
Laptop,HP,5,3.5,Heavy,4.2,2,58393,11,500.0
Smartwatch,Samsung,3,3.9,Light,4.5,3,15281,2,5433.24
Washing Machine,Samsung,2,10.1,Moderate,10.4,3,33989,12,500.0
Refrigerator,Godrej,1,13.2,Moderate,13.299999999999999,5,56206,9,18171.86
Smartphone,Xiaomi,5,2.3,Heavy,3.0,5,68221,8,500.0
Refrigerator,Bosch,3,13.8,Heavy,14.1,1,72779,5,18788.34
TV,OnePlus,5,12.6,Moderate,13.5,4,60757,8,21039.92
Smartphone,Realme,3,4.6,Heavy,4.8999999999999995,1,16929,2,2805.38
Electric Scooter,TVS,2,4.8,Light,5.2,4,158388,5,5178.07
TV,TCL,5,9.0,Heavy,9.7,2,105352,8,10155.06
Tablet,Lenovo,3,5.5,Moderate,6.0,5,50382,6,500.0
Tablet,Lenovo,4,3.7,Light,4.5,3,39665,11,500.0
TV,Sony,2,12.1,Moderate,12.4,2,185174,12,3285.35
Smartwatch,Samsung,4,3.4,Heavy,3.9000000000000004,3,19766,2,6162.94
Washing Machine,Samsung,2,11.0,Moderate,11.3,5,27138,4,17531.63
DSLR Camera,Fujifilm,3,5.6,Heavy,5.8999999999999995,5,165892,8,500.0
Laptop,Apple,4,7.0,Light,7.8,2,123622,1,59275.16
Tablet,Huawei,4,5.3,Heavy,5.8,1,16866,3,2279.82
Air Conditioner,Daikin,4,9.9,Light,10.700000000000001,2,49843,3,19727.58
Tablet,Lenovo,3,3.6,Heavy,3.9000000000000004,4,24880,10,500.0
Gaming Console,Nintendo,1,4.6,Light,4.8,5,53299,10,500.0
Microwave,IFB,5,7.0,Moderate,7.9,3,20528,1,12550.66
Refrigerator,LG,5,9.0,Light,10.0,3,61069,10,500.0
TV,Sony,5,13.6,Light,14.6,2,116775,8,29033.78
Gaming Console,Sony,3,4.0,Light,4.6,2,71128,10,500.0
Tablet,Lenovo,2,4.6,Light,5.0,3,30499,6,500.0
Laptop,HP,2,5.2,Moderate,5.500000000000001,5,102383,9,500.0
Microwave,Morphy Richards,3,8.3,Light,8.9,4,15427,5,5746.12
Microwave,LG,5,5.3,Heavy,6.0,3,17042,4,3976.47
Electric Scooter,TVS,5,7.3,Heavy,8.0,1,102465,6,10246.5
Refrigerator,LG,1,10.1,Light,10.299999999999999,5,55575,9,7014.32
Air Conditioner,Carrier,3,13.6,Light,14.2,3,42037,10,8703.44
Refrigerator,Samsung,3,9.6,Light,10.2,5,61027,12,500.0
Smartwatch,Boat,1,2.5,Moderate,2.6,5,3612,8,500.0
Tablet,Apple,4,6.2,Moderate,6.9,3,19494,4,5243.6
Air Conditioner,Daikin,4,8.6,Moderate,9.3,2,39382,2,17002.01
Microwave,Morphy Richards,1,9.3,Moderate,9.4,2,21426,11,500.0
Smartphone,Xiaomi,2,3.1,Light,3.5,5,43740,8,500.0
Air Conditioner,Carrier,4,8.2,Heavy,8.7,5,51777,9,500.0
Air Conditioner,Voltas,1,12.3,Heavy,12.2,4,49953,4,28538.72
DSLR Camera,Fujifilm,4,9.6,Light,10.4,4,133654,9,15832.86
Air Conditioner,Blue Star,3,9.8,Moderate,10.3,1,26502,12,500.0
TV,LG,5,13.7,Light,14.7,4,48489,12,7570.22
Laptop,HP,3,5.9,Light,6.5,3,47825,8,500.0
Air Conditioner,LG,1,8.2,Light,8.399999999999999,5,37679,1,33193.4
Air Conditioner,Carrier,1,11.6,Light,11.799999999999999,1,48529,1,17766.55
DSLR Camera,Sony,1,7.6,Heavy,7.5,3,44870,5,11367.07
Microwave,Samsung,2,6.1,Heavy,6.2,2,18190,1,8390.87
Smartwatch,Noise,1,3.0,Heavy,2.9000000000000004,5,24154,12,500.0
Washing Machine,Whirlpool,1,9.3,Heavy,9.2,5,35888,10,500.0
Electric Scooter,Ola,4,7.2,Light,8.0,2,134100,5,27658.13
Laptop,Lenovo,2,4.2,Light,4.6000000000000005,5,142173,6,500.0
Electric Scooter,Ola,5,4.5,Moderate,5.4,2,138494,4,19748.22
Air Conditioner,LG,1,12.4,Moderate,12.5,1,52370,7,9217.12
Washing Machine,Whirlpool,2,14.8,Light,15.200000000000001,3,28738,3,16146.22
Gaming Console,Nintendo,3,5.9,Heavy,6.2,2,30567,6,631.06
Air Conditioner,Voltas,2,13.7,Moderate,14.0,1,40135,5,10320.43
Smartwatch,Samsung,4,2.5,Moderate,3.1999999999999997,1,40938,11,500.0
TV,OnePlus,4,10.0,Moderate,10.700000000000001,3,133750,4,58625.0
Refrigerator,Bosch,3,8.6,Heavy,8.899999999999999,4,23097,2,15220.66
Gaming Console,Nintendo,4,4.1,Heavy,4.6,3,46104,11,500.0
Air Conditioner,Daikin,4,14.9,Moderate,15.600000000000001,3,41144,4,21415.98
DSLR Camera,Nikon,1,5.3,Light,5.5,1,111047,6,500.0
Refrigerator,Whirlpool,5,13.1,Moderate,14.0,1,76200,5,19594.29
Smartphone,Xiaomi,2,3.1,Heavy,3.2,1,58147,10,500.0
Tablet,Apple,3,6.4,Light,7.0,2,15592,1,6147.7
Tablet,Lenovo,4,7.0,Heavy,7.5,2,20695,3,5711.82
Smartwatch,Boat,1,3.8,Heavy,3.7,3,46921,7,500.0
Washing Machine,IFB,2,12.6,Light,13.0,1,56046,6,12071.45
Smartwatch,Samsung,3,4.7,Moderate,5.200000000000001,5,37919,9,500.0
TV,TCL,5,12.0,Moderate,12.9,3,84680,8,22515.69
Gaming Console,Sony,2,4.8,Moderate,5.1000000000000005,3,63684,7,500.0
Microwave,Panasonic,4,6.8,Moderate,7.5,3,24873,6,3482.22
Washing Machine,Samsung,2,10.0,Moderate,10.3,3,23314,6,6813.12
TV,Sony,1,8.2,Heavy,8.099999999999998,2,168612,12,500.0
Refrigerator,Samsung,4,10.9,Light,11.700000000000001,2,39921,8,6943.52
Tablet,Huawei,4,4.4,Moderate,5.1000000000000005,2,23787,2,6651.03
Gaming Console,Microsoft,5,5.1,Heavy,5.8,2,64357,11,500.0
Smartphone,Vivo,5,4.4,Moderate,5.300000000000001,4,67758,8,500.0
Tablet,Lenovo,3,5.1,Light,5.699999999999999,1,68879,11,500.0
Microwave,LG,5,9.3,Moderate,10.200000000000001,3,20385,12,500.0
Gaming Console,Microsoft,1,6.4,Moderate,6.500000000000001,2,33649,3,11595.96
Microwave,Panasonic,1,7.4,Heavy,7.300000000000001,5,6468,6,1151.84
Tablet,Samsung,1,4.0,Light,4.2,3,52529,1,25614.14
Gaming Console,Sony,5,6.6,Moderate,7.5,3,67273,1,44310.48
Smartwatch,Noise,3,5.0,Heavy,5.3,1,16921,11,500.0
Tablet,Huawei,3,4.3,Heavy,4.6000000000000005,3,74395,7,500.0
Tablet,Huawei,1,6.9,Light,7.1000000000000005,1,24268,12,500.0
Tablet,Apple,5,5.8,Light,6.8,3,62695,5,10621.27
Air Conditioner,Voltas,3,8.2,Light,8.799999999999999,5,59732,7,12217.91
Smartwatch,Boat,2,3.0,Moderate,3.3,1,40865,6,500.0
Refrigerator,Samsung,3,14.0,Heavy,14.299999999999999,4,77010,9,24260.84
Smartwatch,Apple,4,2.8,Light,3.5999999999999996,4,24528,11,500.0
Electric Scooter,Hero,3,7.8,Light,8.4,2,148020,4,42643.86
DSLR Camera,Nikon,5,6.5,Moderate,7.4,2,81926,10,500.0
Microwave,IFB,5,9.2,Heavy,9.899999999999999,5,20106,6,7920.55
Smartphone,Realme,5,3.6,Heavy,4.3,5,48393,12,500.0
Smartphone,Apple,5,3.7,Light,4.7,1,50181,10,500.0
Tablet,Apple,4,6.3,Moderate,7.0,3,56331,4,15450.79
Air Conditioner,Blue Star,5,13.5,Heavy,14.2,1,32147,6,7425.5
Air Conditioner,Blue Star,4,13.9,Moderate,14.600000000000001,5,32571,11,8031.21
DSLR Camera,Canon,4,5.9,Heavy,6.4,4,110199,4,36365.67
Washing Machine,Bosch,1,10.8,Heavy,10.7,2,40474,7,7697.63
Laptop,Acer,1,6.4,Heavy,6.300000000000001,1,33224,5,2742.3
Microwave,LG,4,7.1,Moderate,7.8,4,13812,8,500.0
Electric Scooter,Hero,1,4.2,Heavy,4.1000000000000005,3,143272,9,500.0
Smartphone,Realme,2,2.8,Heavy,2.9,4,99111,9,500.0
Gaming Console,Sony,4,5.7,Heavy,6.2,3,62920,12,500.0
Washing Machine,Bosch,5,11.9,Light,12.9,3,51295,5,21989.25
Tablet,Samsung,2,5.7,Light,6.1000000000000005,1,46813,8,500.0
Air Conditioner,LG,4,11.1,Light,11.9,2,30725,2,14058.62
Smartwatch,Boat,5,2.3,Moderate,3.1999999999999997,4,30797,9,500.0
Tablet,Samsung,3,3.6,Heavy,3.9000000000000004,5,72485,3,16727.31
TV,LG,5,10.2,Moderate,11.1,1,40648,5,8935.24
Washing Machine,Bosch,2,12.8,Light,13.200000000000001,5,44027,10,10673.21
Microwave,Morphy Richards,1,8.4,Moderate,8.5,4,8335,9,500.0
Laptop,Acer,5,5.8,Heavy,6.5,4,149294,7,500.0
Washing Machine,IFB,5,11.4,Light,12.4,5,47485,5,28337.82
Electric Scooter,TVS,2,4.9,Heavy,5.000000000000001,1,125931,10,500.0
Smartphone,Apple,5,3.1,Heavy,3.8,3,55939,1,26379.65
TV,Sony,1,8.3,Moderate,8.4,3,91678,5,25975.43
Tablet,Lenovo,4,5.1,Light,5.8999999999999995,2,14555,1,5560.5
Smartwatch,Noise,5,2.8,Moderate,3.6999999999999997,1,35580,3,1884.78
Refrigerator,Samsung,2,13.4,Heavy,13.5,1,56595,12,2515.33
Tablet,Lenovo,4,4.5,Light,5.3,3,46516,2,18536.19
Electric Scooter,Bajaj,1,6.3,Heavy,6.2,2,154747,2,57655.74
Laptop,Apple,4,4.8,Light,5.6,5,41826,5,4481.36
Microwave,Samsung,3,9.2,Moderate,9.7,1,12987,2,4123.71
DSLR Camera,Canon,5,7.7,Heavy,8.399999999999999,2,168873,9,500.0
Air Conditioner,Daikin,5,10.0,Moderate,10.9,5,49545,12,500.0
Smartwatch,Amazfit,2,4.8,Heavy,4.9,2,25567,6,500.0
Air Conditioner,Blue Star,4,10.4,Heavy,10.9,5,54178,1,49207.54
Washing Machine,IFB,2,9.9,Light,10.3,5,24271,7,7776.15
Gaming Console,Microsoft,5,4.8,Heavy,5.5,2,56591,6,500.0
TV,Sony,2,11.4,Heavy,11.5,4,156441,4,86722.73
Refrigerator,Whirlpool,1,10.8,Light,11.0,4,73371,5,34017.46
Smartwatch,Boat,2,3.9,Light,4.3,2,44174,3,6143.27
Smartwatch,Boat,2,3.8,Light,4.2,3,14722,12,500.0
Smartwatch,Samsung,5,4.8,Light,5.8,4,23077,9,500.0
DSLR Camera,Nikon,4,8.9,Heavy,9.4,2,171544,2,86428.98
Refrigerator,LG,1,9.1,Heavy,8.999999999999998,5,69249,4,38471.67
Air Conditioner,Blue Star,5,13.2,Heavy,13.899999999999999,2,25763,9,4995.06
Smartwatch,Amazfit,1,3.4,Moderate,3.5,5,27229,9,500.0
Electric Scooter,Ather,2,5.8,Light,6.2,5,114533,9,500.0
Smartwatch,Boat,1,4.4,Light,4.6000000000000005,4,19760,12,500.0
Gaming Console,Microsoft,5,4.5,Heavy,5.2,5,71859,4,16582.85
Tablet,Huawei,2,6.3,Moderate,6.6000000000000005,3,20844,4,5255.21
Laptop,Asus,2,3.9,Heavy,4.0,1,115150,5,500.0
Washing Machine,Samsung,5,13.5,Moderate,14.4,2,16250,9,3351.56
Electric Scooter,Ola,2,7.6,Light,8.0,4,107995,8,500.0
Smartwatch,Amazfit,3,2.2,Light,2.8000000000000003,2,43929,3,500.0
Laptop,Lenovo,5,6.4,Light,7.4,1,132881,8,500.0
Air Conditioner,Daikin,4,10.1,Light,10.9,5,46344,8,12330.06
Refrigerator,Bosch,2,8.8,Light,9.200000000000001,3,29924,9,500.0
Refrigerator,LG,2,9.1,Light,9.5,5,21139,3,14463.53
DSLR Camera,Canon,1,8.3,Heavy,8.2,2,118569,8,1850.83
Air Conditioner,Voltas,3,12.6,Heavy,12.899999999999999,1,42440,2,14344.06
Laptop,Lenovo,4,5.8,Moderate,6.5,5,53825,3,28982.69
Refrigerator,Whirlpool,5,9.4,Light,10.4,3,67269,1,42560.58
Microwave,LG,5,8.8,Light,9.8,4,27094,1,20679.91
Microwave,Panasonic,5,9.4,Heavy,10.1,1,7793,8,648.13
TV,LG,5,8.7,Moderate,9.6,4,42256,7,9727.68
TV,TCL,1,10.2,Light,10.399999999999999,2,53012,1,26353.08
Refrigerator,Samsung,3,14.5,Heavy,14.799999999999999,2,63816,6,20869.56
DSLR Camera,Sony,5,7.6,Light,8.6,5,179276,8,12507.63
DSLR Camera,Sony,5,6.1,Light,7.1,5,49282,10,500.0
Refrigerator,LG,4,14.1,Light,14.9,1,51535,4,15080.04
Laptop,Dell,3,5.1,Heavy,5.3999999999999995,1,42038,7,500.0
Laptop,Apple,2,3.9,Light,4.3,5,134550,2,71968.6
Refrigerator,Godrej,1,8.5,Light,8.7,2,25213,5,5897.52
Smartwatch,Noise,1,3.7,Light,3.9000000000000004,2,7157,8,500.0
Air Conditioner,Voltas,1,13.9,Moderate,14.0,1,35706,10,4080.69
Washing Machine,IFB,5,11.2,Moderate,12.1,3,20811,5,8547.99
Laptop,Acer,5,6.7,Moderate,7.6000000000000005,4,104305,8,500.0
Tablet,Apple,2,6.1,Moderate,6.4,4,72827,8,500.0
TV,Sony,2,13.7,Light,14.1,2,158122,6,49959.82
Air Conditioner,LG,4,12.2,Moderate,12.9,5,28662,12,1999.67
TV,LG,2,9.7,Moderate,10.0,4,109589,6,37260.26
Gaming Console,Sony,4,5.1,Heavy,5.6,4,55417,12,500.0
TV,Sony,3,14.5,Light,15.1,4,146370,9,50260.16
Smartphone,Realme,5,3.8,Moderate,4.7,2,22671,10,500.0
Electric Scooter,Ola,4,6.5,Light,7.3,5,71494,10,500.0
Smartwatch,Samsung,5,3.7,Heavy,4.4,5,33752,2,18410.18
Washing Machine,Samsung,4,8.7,Heavy,9.2,3,38088,3,17967.6
Tablet,Lenovo,4,5.7,Moderate,6.4,3,71442,11,500.0
Microwave,LG,3,6.5,Moderate,7.0,2,24754,4,5834.87
Microwave,Samsung,3,5.8,Moderate,6.300000000000001,4,29916,5,5247.17
TV,TCL,4,9.1,Moderate,9.8,3,25265,2,14076.21
DSLR Camera,Fujifilm,4,7.4,Light,8.200000000000001,3,157102,7,17472.81
Smartwatch,Amazfit,2,4.6,Heavy,4.7,2,27844,3,4632.77
TV,OnePlus,4,12.1,Heavy,12.6,1,35415,2,11917.43
DSLR Camera,Canon,4,9.2,Light,10.0,1,48066,7,7498.3
Tablet,Huawei,2,6.5,Heavy,6.6000000000000005,2,74436,11,500.0
Gaming Console,Microsoft,1,3.5,Moderate,3.6,2,40527,6,500.0
Smartwatch,Samsung,4,4.8,Heavy,5.3,5,19902,5,1126.53
TV,LG,3,10.0,Light,10.6,3,40736,11,500.0
Microwave,Morphy Richards,1,5.9,Heavy,5.800000000000001,5,12712,7,500.0
DSLR Camera,Fujifilm,2,8.6,Moderate,8.9,1,147872,7,16415.45
Washing Machine,Samsung,5,13.8,Light,14.8,2,22175,12,2307.4
Gaming Console,Sony,5,6.8,Light,7.8,2,41678,2,19834.45
DSLR Camera,Nikon,1,7.2,Heavy,7.1000000000000005,1,142864,9,500.0
Smartwatch,Amazfit,4,3.9,Moderate,4.6000000000000005,1,17863,1,3914.33
Gaming Console,Microsoft,4,4.7,Heavy,5.2,3,70340,5,2056.09
Laptop,HP,2,4.2,Heavy,4.300000000000001,1,52337,12,500.0
Laptop,HP,4,3.9,Moderate,4.6000000000000005,3,59355,4,5419.37
Gaming Console,Nintendo,1,4.5,Moderate,4.6000000000000005,1,41087,2,12076.01
Air Conditioner,Blue Star,5,12.1,Moderate,13.0,3,26983,4,13076.38
Smartphone,Xiaomi,4,3.0,Heavy,3.5,1,111864,10,500.0
Microwave,LG,1,5.6,Light,5.8,5,25844,1,21388.14
Microwave,Samsung,4,6.7,Light,7.5,2,6766,8,500.0
Washing Machine,LG,4,9.1,Heavy,9.6,2,29533,4,9475.17
Air Conditioner,Daikin,5,14.7,Moderate,15.6,3,25789,1,16895.1
Tablet,Samsung,3,6.1,Heavy,6.3999999999999995,1,68670,7,500.0
Smartwatch,Boat,3,2.6,Moderate,3.1,3,37669,3,777.68
Smartwatch,Samsung,4,2.7,Heavy,3.2,1,13998,3,500.0
Electric Scooter,Ather,2,4.1,Light,4.5,2,87487,3,16039.28
DSLR Camera,Fujifilm,1,5.6,Moderate,5.7,2,55370,11,500.0
Refrigerator,LG,5,9.6,Light,10.6,2,78255,12,500.0
TV,LG,5,13.3,Light,14.3,5,67156,5,43674.88
Gaming Console,Sony,1,5.8,Light,6.0,5,50706,6,500.0
Gaming Console,Sony,3,5.9,Heavy,6.2,1,42801,7,500.0
Air Conditioner,Voltas,5,10.3,Light,11.3,2,31798,2,14393.52
Washing Machine,Bosch,5,8.6,Light,9.6,1,32712,9,817.8
Smartwatch,Noise,2,2.0,Light,2.4,3,40498,6,500.0
Microwave,Panasonic,5,7.8,Light,8.8,2,19492,2,8284.1
Smartphone,Apple,4,4.6,Light,5.3999999999999995,1,42385,6,500.0
Refrigerator,LG,4,13.8,Moderate,14.500000000000002,3,77654,3,43111.36
Laptop,Dell,4,4.9,Heavy,5.4,1,77489,2,19515.75
Air Conditioner,Blue Star,5,10.4,Light,11.4,2,30394,7,6452.06
Tablet,Samsung,2,5.8,Light,6.2,5,37373,8,500.0
Air Conditioner,Blue Star,2,12.9,Moderate,13.200000000000001,2,57723,4,22127.15
Gaming Console,Microsoft,4,4.9,Heavy,5.4,2,32400,3,9216.0
Smartphone,Xiaomi,3,2.2,Moderate,2.7,2,40217,12,500.0
Laptop,Asus,1,5.6,Moderate,5.7,3,95806,7,500.0
Microwave,Samsung,4,8.0,Heavy,8.5,2,14998,6,2426.15
Electric Scooter,TVS,4,5.7,Light,6.5,5,84317,5,19457.77
TV,LG,3,9.7,Light,10.299999999999999,1,124119,5,25546.82
Smartphone,Xiaomi,2,2.8,Light,3.1999999999999997,2,107548,9,500.0
Smartphone,Realme,2,2.1,Moderate,2.4,3,115591,1,43153.97
Air Conditioner,Carrier,3,9.0,Light,9.6,3,30454,2,16876.59
Laptop,Dell,4,3.6,Moderate,4.300000000000001,1,71705,10,500.0
Smartwatch,Boat,4,4.3,Heavy,4.8,5,14557,9,500.0
Refrigerator,Whirlpool,2,12.1,Light,12.5,5,66078,5,39646.8
Smartwatch,Apple,5,4.5,Moderate,5.4,4,13732,11,500.0
Gaming Console,Sony,2,4.0,Light,4.4,4,65198,6,500.0
Smartwatch,Apple,3,2.5,Moderate,3.0,1,48641,8,500.0
Washing Machine,Whirlpool,2,9.1,Heavy,9.2,1,16519,6,2298.3
Electric Scooter,Bajaj,1,5.9,Heavy,5.800000000000001,2,121496,4,20738.11
Washing Machine,Bosch,3,13.2,Light,13.799999999999999,2,51632,3,22224.21
Electric Scooter,Bajaj,2,6.2,Heavy,6.300000000000001,4,143335,9,500.0
Tablet,Samsung,3,4.4,Heavy,4.7,4,77165,6,500.0
Refrigerator,Samsung,4,13.3,Light,14.100000000000001,4,26584,1,20993.82
Smartphone,Samsung,2,2.6,Heavy,2.7,2,109132,7,500.0
Electric Scooter,Ola,2,4.5,Heavy,4.6000000000000005,2,156265,5,500.0
TV,OnePlus,2,12.9,Heavy,13.0,5,77776,5,47862.15
Microwave,Morphy Richards,5,5.9,Heavy,6.6000000000000005,2,29789,5,3971.87
Air Conditioner,Voltas,4,12.7,Light,13.5,3,48917,11,6341.09
Refrigerator,Samsung,5,13.2,Heavy,13.899999999999999,5,63806,12,8721.68
TV,TCL,3,13.4,Moderate,13.9,5,38255,4,27246.37
Microwave,Panasonic,2,9.3,Heavy,9.4,5,24555,2,19330.53
Gaming Console,Sony,4,5.3,Moderate,6.0,2,79853,2,34070.61
Laptop,Apple,5,6.3,Moderate,7.2,1,85730,4,15240.89
Laptop,Acer,1,6.7,Light,6.9,3,86368,8,500.0
Laptop,Apple,2,4.7,Light,5.1000000000000005,5,36917,7,500.0
Refrigerator,Samsung,3,14.8,Light,15.4,3,32626,9,9491.2
Tablet,Samsung,1,4.0,Moderate,4.1000000000000005,3,54728,11,500.0
Microwave,Panasonic,2,9.5,Heavy,9.6,4,27497,3,16068.56
Smartphone,Realme,4,2.8,Light,3.5999999999999996,4,71077,10,500.0
Smartphone,Xiaomi,5,2.4,Heavy,3.1,5,55699,9,500.0
Refrigerator,Godrej,5,9.1,Light,10.1,4,53066,9,4912.55
Laptop,Apple,3,5.3,Moderate,5.800000000000001,1,100063,6,500.0
Smartwatch,Boat,3,2.3,Light,2.9,1,47603,8,500.0
Refrigerator,Samsung,3,10.2,Heavy,10.499999999999998,5,50938,7,16979.33
Refrigerator,Bosch,1,14.4,Moderate,14.5,4,56234,2,41205.95
Washing Machine,IFB,5,13.7,Heavy,14.399999999999999,3,48689,12,5680.38
Air Conditioner,Voltas,4,11.6,Moderate,12.3,2,54198,12,727.05
Air Conditioner,LG,1,12.3,Moderate,12.4,1,31002,6,6400.41
Air Conditioner,LG,3,10.7,Heavy,10.999999999999998,1,36042,12,500.0
Washing Machine,IFB,5,13.1,Moderate,14.0,2,40457,3,17483.2
Electric Scooter,Ather,2,7.3,Light,7.7,5,116825,8,500.0
Electric Scooter,TVS,1,7.5,Heavy,7.4,5,121197,3,72063.08
DSLR Camera,Fujifilm,5,9.1,Moderate,10.0,3,59264,11,500.0
TV,TCL,3,14.2,Moderate,14.7,1,165505,1,61698.46
Electric Scooter,Bajaj,4,6.9,Moderate,7.6000000000000005,3,63290,4,20985.63
Smartphone,Apple,1,3.4,Light,3.6,3,10578,7,500.0
DSLR Camera,Nikon,2,7.8,Heavy,7.8999999999999995,2,192450,11,500.0
Washing Machine,IFB,4,13.1,Heavy,13.6,5,56488,6,31566.82
Gaming Console,Microsoft,1,4.4,Light,4.6000000000000005,2,31943,5,500.0
Laptop,Apple,3,5.4,Moderate,5.9,5,148365,3,72925.17
Washing Machine,Whirlpool,3,13.1,Moderate,13.6,3,31705,11,4242.88
DSLR Camera,Nikon,3,9.3,Heavy,9.6,4,77358,6,25528.14
Smartphone,Apple,4,4.8,Heavy,5.3,3,12730,7,500.0
Laptop,Apple,5,4.9,Light,5.9,2,74035,2,26916.11
Laptop,Acer,3,4.1,Moderate,4.6,5,49141,10,500.0
Smartwatch,Noise,3,2.3,Heavy,2.6,4,9852,9,500.0
Refrigerator,LG,5,9.4,Moderate,10.3,1,29926,11,500.0
Laptop,Acer,1,5.9,Heavy,5.800000000000001,5,92871,6,500.0
DSLR Camera,Canon,4,7.5,Heavy,8.0,2,75244,6,12039.04
Air Conditioner,Carrier,4,8.3,Light,9.100000000000001,3,30242,10,500.0
Tablet,Huawei,4,5.7,Light,6.5,2,57420,11,500.0
Tablet,Huawei,5,6.2,Moderate,7.1000000000000005,1,68807,1,16552.44
Smartwatch,Apple,3,3.4,Moderate,3.9,4,30204,10,500.0
TV,OnePlus,3,10.4,Heavy,10.7,1,150193,1,54462.51
Smartwatch,Boat,1,2.9,Heavy,2.8000000000000003,4,49448,3,500.0
Gaming Console,Microsoft,4,3.5,Heavy,4.0,4,38728,10,500.0
Smartphone,Xiaomi,4,2.2,Heavy,2.7,1,47663,8,500.0
Electric Scooter,Hero,3,4.6,Heavy,4.8999999999999995,3,147698,5,500.0
Electric Scooter,TVS,5,5.8,Moderate,6.7,5,142316,3,78592.42
Smartwatch,Samsung,3,2.6,Heavy,2.9000000000000004,3,12351,6,500.0
Tablet,Apple,4,6.5,Light,7.3,4,48796,6,7125.55
Gaming Console,Sony,3,6.8,Light,7.4,3,46113,1,30309.95
TV,TCL,3,9.8,Light,10.4,3,112619,9,10612.18
Refrigerator,Godrej,1,14.5,Light,14.7,2,42651,8,10691.76
Gaming Console,Microsoft,2,5.3,Light,5.7,4,66209,11,500.0
Air Conditioner,Daikin,3,9.5,Moderate,10.0,3,33326,5,11664.1
Microwave,LG,2,9.4,Heavy,9.5,5,22902,2,18080.53
Smartphone,Samsung,2,3.1,Light,3.5,1,54547,5,500.0
Refrigerator,Bosch,2,9.4,Light,9.8,2,51226,11,500.0
DSLR Camera,Sony,5,7.8,Light,8.8,2,198933,9,500.0
DSLR Camera,Nikon,4,7.5,Heavy,8.0,4,87986,11,500.0
Gaming Console,Nintendo,4,4.9,Light,5.7,1,77913,5,4975.5
Smartwatch,Boat,3,2.9,Heavy,3.2,1,44872,1,8637.86
DSLR Camera,Canon,4,9.2,Light,10.0,1,151154,3,55020.06
Refrigerator,Godrej,3,14.9,Moderate,15.4,5,78129,10,27395.88
Gaming Console,Nintendo,5,6.8,Light,7.8,3,70619,4,26147.14
Gaming Console,Microsoft,1,5.6,Light,5.8,5,42084,5,5804.69
DSLR Camera,Nikon,1,5.5,Light,5.7,2,114179,12,500.0
DSLR Camera,Canon,5,5.3,Heavy,6.0,5,125879,3,62939.5
TV,LG,4,8.6,Light,9.4,1,60994,3,16611.13
Tablet,Apple,2,4.5,Moderate,4.800000000000001,5,76273,5,500.0
Washing Machine,IFB,2,13.8,Heavy,13.9,3,54468,8,16183.66
Microwave,IFB,5,7.6,Heavy,8.299999999999999,2,14449,6,2202.17
DSLR Camera,Canon,1,9.1,Heavy,8.999999999999998,4,148245,9,500.0
Washing Machine,IFB,3,8.4,Heavy,8.7,2,16392,10,500.0
Gaming Console,Nintendo,3,3.8,Moderate,4.300000000000001,2,76721,6,500.0
TV,Sony,2,12.8,Heavy,12.9,1,109791,1,40512.03
Laptop,HP,3,4.9,Moderate,5.4,2,72745,4,10372.9
Air Conditioner,Carrier,4,14.4,Moderate,15.100000000000001,4,28380,1,22525.45
DSLR Camera,Canon,4,8.5,Light,9.3,2,67631,11,500.0
Tablet,Huawei,4,6.8,Light,7.6,3,20895,2,9853.64
Gaming Console,Nintendo,4,3.7,Moderate,4.4,5,33556,12,500.0
Microwave,LG,3,5.3,Moderate,5.800000000000001,2,28242,9,500.0
Smartphone,Samsung,1,3.6,Light,3.8000000000000003,4,97434,11,500.0
TV,Samsung,1,11.3,Heavy,11.2,4,197391,9,32957.25
Electric Scooter,TVS,4,5.0,Heavy,5.5,1,77744,4,8481.16
TV,TCL,1,13.1,Heavy,12.999999999999998,5,182776,7,84358.15
TV,Samsung,4,14.0,Light,14.8,3,65965,5,30575.67
Microwave,IFB,1,7.7,Moderate,7.800000000000001,4,17213,4,7127.95
TV,OnePlus,3,8.7,Moderate,9.2,5,198663,8,25912.57
DSLR Camera,Fujifilm,4,6.5,Light,7.3,5,135759,8,500.0
Washing Machine,Bosch,4,12.3,Moderate,13.000000000000002,4,16418,7,6440.91
